  0.3934,   0.3292
  0.1853,  0.05406
  0.1814,  0.04022
  0.1694,  0.03497
  0.1709,  0.03063
  0.1635,  0.02743
  0.1659,  0.02535
  0.1602,  0.02397
   0.155,  0.02185
  0.1566,  0.02034
  0.1506,     0.02
  0.1495,  0.01803
  0.1479,   0.0173
  0.1488,  0.01574
  0.1415,  0.01542
   0.143,  0.01492
   0.142,  0.01431
  0.1361,  0.01432
  0.1371,  0.01364
  0.1366,  0.01336
  0.1348,  0.01337
   0.131,  0.01314
  0.1276,  0.01266
  0.1259,  0.01234
  0.1246,  0.01228
  0.1226,  0.01213
  0.1241,  0.01168
  0.1201,  0.01165
  0.1181,  0.01158
    0.12,  0.01114
  0.1158,  0.01096
  0.1148,  0.01102
   0.117,  0.01093
  0.1156,  0.01081
  0.1114,   0.0108
  0.1133,  0.01018
  0.1117,  0.01048
  0.1079,  0.01062
  0.1061,  0.01034
  0.1086,  0.01045
  0.1071,  0.01013
  0.1054, 0.009702
     0.1, 0.009579
  0.1029, 0.009799
  0.1007,  0.00995
 0.09974, 0.009881
 0.09933, 0.009693
 0.09919, 0.009509
 0.09824, 0.009593
  0.0963, 0.009473
 0.09633, 0.009247
 0.09113, 0.009294
 0.08939, 0.009136
 0.09348, 0.009139
 0.09147, 0.009168
 0.08861, 0.009019
 0.08822, 0.009099
 0.09251, 0.008836
 0.09088,  0.00873
 0.08906, 0.008691
 0.08808, 0.008867
 0.09123, 0.008844
 0.08849, 0.008834
 0.08483, 0.008851
 0.08446, 0.008826
   0.085, 0.008894
 0.08582, 0.008682
 0.08445, 0.008632
 0.08549, 0.008755
 0.08155, 0.008756
  0.0879, 0.008475
 0.08175, 0.008857
 0.08154,  0.00851
  0.0762, 0.008396
 0.08087, 0.008379
 0.07922, 0.008703
 0.07977, 0.008249
 0.07816, 0.008251
 0.07656, 0.008149
 0.07941, 0.008579
 0.08064, 0.008599
 0.07705, 0.007995
 0.07517, 0.008435
 0.07375, 0.008167
 0.07245, 0.008099
 0.07733, 0.008283
 0.07386, 0.008385
 0.07378, 0.007942
 0.07434, 0.008041
 0.07237, 0.008147
  0.0737, 0.008092
 0.07228, 0.007932
 0.07075,  0.00815
 0.07452, 0.007969
 0.06859, 0.007825
 0.06938, 0.008011
 0.07174, 0.007764
 0.06898, 0.007983
 0.06694,  0.00812
 0.07236, 0.007978
 0.07077, 0.007773
 0.06514, 0.008007
 0.06839, 0.008101
 0.06841, 0.007909
 0.06803, 0.007784
 0.06799, 0.008215
 0.06435, 0.007947
 0.06902, 0.008118
 0.06611,  0.00794
 0.06605, 0.007787
 0.06441, 0.007721
 0.06551, 0.008137
 0.06578, 0.007875
 0.06418,  0.00789
 0.06652, 0.008032
 0.06412, 0.007758
 0.06586, 0.007609
  0.0642, 0.007774
 0.06499, 0.008082
 0.06063, 0.007748
 0.06414, 0.007643
 0.06258, 0.007956
 0.06184, 0.007812
 0.06204, 0.007825
 0.06051, 0.007724
 0.06357,  0.00751
 0.06012, 0.007689
 0.05874, 0.007716
 0.05659, 0.007633
 0.05712, 0.007582
 0.06175, 0.007751
  0.0612,  0.00748
 0.05894, 0.007928
 0.06103,  0.00751
 0.06032, 0.007537
 0.06113, 0.007552
 0.06011, 0.007305
 0.06033, 0.007473
 0.05921, 0.007839
 0.05821, 0.007562
 0.05791, 0.007706
  0.0606, 0.007704
 0.05939, 0.007556
 0.05903, 0.007447
 0.05982, 0.007619
 0.05913, 0.007671
 0.05814, 0.007649
 0.05952, 0.007553
 0.05795, 0.007819
 0.05873, 0.007489
